frame_number,timestamp,id,face_movement,body_movement,eye_openness_rate,eye_direction_x,eye_direction_y,mouth_openness_rate,yaw_angle,pitch_angle,roll_angle,isAttentive
0,00:00:000,yunus,0,0,0.510719366522691,-0.0128036879932896,-0.066144666391095,0.433112233602968,167.141303537526,20.1195936026973,-0.382007022926434,True
1,00:00:333,yunus,1.7276211135716,0.31137845,0.527012130036308,-0.0134613247447219,-0.0688623604758633,0.457429097577258,166.623736309349,20.7672084166057,-0.301735512317473,True
2,00:00:666,yunus,0.99562880767011,0.25314635,0.534174712094259,-0.0134647158170966,-0.0646178155210978,0.467361973081235,166.929718517232,20.3098791266554,0.147458589730731,True
3,00:01:000,yunus,1.6688778936135,0.4220808,0.532373621059217,-0.0136784810200928,-0.0736952634233904,0.448931766025923,166.576110328846,20.8798615143162,-0.0372832426536268,True
4,00:01:333,yunus,5.12029823143167,0.95473564,0.529726748905599,-0.0153508771929823,-0.0867310916695063,0.477054742599655,167.552802272817,20.3046047734299,-0.131653814923111,True
5,00:01:666,yunus,2.84517750632284,0.60724825,0.512971861067864,-0.0126926168008993,-0.0806608725512665,0.443746186809069,165.783813242208,18.1968720976293,0.038882101187491,True
6,00:02:000,yunus,1.97960085582057,0.32833698,0.554214491636798,-0.0211203216790296,-0.0615394384509896,0.446992834923162,166.916681284377,20.1675551533565,0.197799722853756,True
7,00:02:333,yunus,1.97788250916802,0.45055893,0.521800333424225,-0.000955907955341763,-0.0797365615485443,0.463289951509418,167.630839672926,21.0038483687418,0.94209901525965,True
8,00:02:666,yunus,4.24024929011864,1.0228331,0.535709379728801,-0.0104134129834181,-0.0784060900454153,0.459977726712397,167.484023261039,19.9964348475193,1.7990978613627,True
9,00:03:000,yunus,1.50999358661827,0.3932572,0.513492001043475,-0.00683891983375875,-0.0692666854849438,0.445928831928515,166.902863654666,19.444233288818,1.76367007923338,True
10,00:03:333,yunus,2.5989256429617,0.639149,0.524827055278394,-0.00298019311859211,-0.081432357341889,0.453907668564621,167.488659493461,19.4809682506885,1.21826063362517,True
11,00:03:666,yunus,8.63454209966054,1.2215412,0.51360414881724,-0.00442116007730966,-0.059787289377787,0.459553056026697,169.602124680269,16.4566266535062,2.41197689157196,True
12,00:04:000,yunus,29.0570527594458,4.6455736,0.500850490768787,0.00201544263084713,-0.071012192215324,0.430819609967072,161.959974837738,-11.5779912491264,8.33065406446404,True
13,00:04:333,yunus,16.2512239417754,5.6683216,0.511975129810947,0.000276936363142515,-0.0769945843062041,0.439385863346236,162.85060487906,-23.3185315202036,15.7299303920444,True
14,00:04:666,yunus,25.3015031648999,6.4027896,0.483347403266326,0.000140635988853473,-0.0806585200902105,0.458938993767146,164.022436840014,-21.0599504612561,11.386424235139,True
15,00:05:000,yunus,35.6439654311252,7.092488,0.410750771596909,-0.0104134129834181,-0.0403937127422801,0.465060475446743,164.304693998221,-3.27711075493246,8.60366041526357,True
16,00:05:333,yunus,38.3419585000788,4.4161377,0.511913778450668,-0.0164292776207371,-0.0688956480079116,0.445690297532738,166.801084893548,27.2727872337378,4.8224902824208,True
17,00:05:666,yunus,12.4659647316067,2.9711804,0.549401812783662,-0.0164050823823252,-0.0897853677830857,0.474130783645188,163.433869196493,30.8426511331122,-3.11788869151574,True
18,00:06:000,yunus,33.9035648899439,6.959321,0.518013007323364,-0.0135741180254352,-0.0722488414853199,0.498403288687847,165.60896807767,29.0260115596315,-1.00199768281469,True
19,00:06:333,yunus,8.82031003131447,1.9303535,0.513071579053879,-0.0193582912180194,-0.081988829559831,0.439371303661159,166.970657567375,28.9970228460491,-0.592457417970111,True
20,00:06:666,yunus,15.5613449765805,3.115412,0.510850505481005,-0.0185185185185187,-0.0643003342654301,0.460561786613354,168.516068049767,29.3402774923685,1.37746600382943,True
21,00:07:000,yunus,5.59133462172864,1.3303356,0.51127182587469,-0.0198124272447506,-0.0898542001916187,0.448706592599398,168.176360300762,30.1989472861943,2.48506117781537,True
22,00:07:333,yunus,2.05565842406191,0.5246786,0.530897501773465,-0.0198162245728779,-0.0716137252347351,0.443739806653108,167.318066777788,28.4040499507049,1.7480348742287,True
23,00:07:666,yunus,3.71739954738025,0.82088554,0.526303254426505,-0.0198585434525988,-0.0614720025326632,0.455639808952531,168.686252914393,29.521023264195,2.51702886011565,True
24,00:08:000,yunus,2.06082575474515,0.39120921,0.514147466058048,-0.0179252278919069,-0.0669857493432937,0.429671418894871,167.916263791078,29.7235179442116,2.19629099952319,True
25,00:08:333,yunus,1.56214898721564,0.2441907,0.554797604504246,-0.0157427835877083,-0.0623395767084045,0.455315017937321,170.503153510183,29.941681483597,3.06210670828645,True
26,00:08:666,yunus,1.81839767997379,0.43031144,0.530594525291751,-0.0216013200202021,-0.0721185633935032,0.463838377400245,168.453321701027,29.836951865421,2.26326278709816,True
27,00:09:000,yunus,3.73359978328356,0.80466235,0.551229116720892,-0.0146210840705428,-0.0718175522589972,0.477962630194107,166.285863569506,28.199598502841,-0.164160842256882,True
28,00:09:333,yunus,4.02699274598917,0.96034735,0.461367388691576,-0.0217645854745356,-0.0707535900631291,0.454159091856019,169.332043781468,27.6189101301909,2.45409570930262,True
29,00:09:666,yunus,6.73012769745199,1.5049121,0.510043565024241,-0.017537788058822,-0.07126601417749,0.439133502758658,167.154833185821,27.8219791046536,2.59545808676869,True
30,00:10:000,yunus,3.38033234432103,0.34631634,0.50244393736589,-0.0138665736118495,-0.0794552867458384,0.48501069888342,169.478620750085,28.1245258074506,2.87146941833745,True
31,00:10:333,yunus,3.28483202086265,0.66247034,0.510512327332764,-0.0175196110409214,-0.0708655359938332,0.460653439704879,167.937362855515,26.647209961275,3.27903953061974,True
32,00:10:666,yunus,2.34586768451625,0.50814885,0.524903330824734,-0.0156612157708591,-0.0704353668067445,0.452372704654477,168.313767766861,28.0528030629693,3.19814827621687,True
33,00:11:000,yunus,2.93544490649619,0.59787434,0.50823127129256,-0.0139632393846631,-0.0697936741227149,0.468183172930923,169.027946196625,27.8896387817937,4.19947873500038,True
34,00:11:333,yunus,5.5339296439524,0.9826447,0.532218791230223,-0.0138437794576635,-0.0814904660544085,0.461350232141751,169.858525833445,27.7962569666079,4.24579024180927,True
35,00:11:666,yunus,2.30527521962366,0.3275067,0.500649732406157,-0.018102746683779,-0.0796135703006643,0.451078953424145,167.48320963628,27.2502828086073,4.244778787888,True
36,00:12:000,yunus,1.31221253536546,0.2790359,0.519042795437248,-0.0195398062778844,-0.0691995191123057,0.445690297532738,168.180120782685,27.1411358732831,4.6343867911062,True
37,00:12:333,yunus,1.94843407612876,0.22568855,0.519115958931993,-0.0174894412044469,-0.0781902194870464,0.445679410547875,169.165328827898,25.9450134482282,4.56512375575892,True
38,00:12:666,yunus,1.63042556911885,0.17457862,0.500962837683879,-0.0156595958915673,-0.0838171527674233,0.439866077083173,168.77892222867,24.9069411084335,5.01866486011628,True
39,00:13:000,yunus,1.72023727478029,0.24880877,0.501395133121272,-0.0175196110409214,-0.0714390123104738,0.458295934573066,167.924383754114,26.5150054786314,4.05531957349787,True
40,00:13:333,yunus,1.78315504798522,0.21203192,0.526978697637258,-0.0193250484279335,-0.0687666685684419,0.459321545765985,167.749157040541,27.0525235699804,4.96655598229696,True
41,00:13:666,yunus,2.6297992245701,0.2178737,0.41478014380294,-0.0127336777124155,-0.0153425592141339,0.450784998579231,168.796397078848,24.6958353299326,5.36280605955139,True
42,00:14:000,yunus,3.54017362032796,0.44651154,0.516538214103492,-0.0138437794576635,-0.0795141725809098,0.439279273691632,167.282001683695,26.466226182013,4.90372670976561,True
43,00:14:333,yunus,4.56121939857841,1.0031593,0.535541704379129,-0.0192773093992202,-0.0736477025767793,0.440254875081185,168.580544685883,25.2031864974204,5.76478460503466,True
44,00:14:666,yunus,21.0863429282355,0.9511205,0.60156351472669,-0.00613511265505624,-0.0670306701792995,0.652665679560933,175.220940025194,34.3167947819135,3.341694258528,True
45,00:15:000,yunus,10.0132496863172,0.23948313,0.556263298926867,-0.00481696948248331,-0.0517177290912821,0.627397201941687,172.563019089923,17.0427121290786,3.6147403308496,True
46,00:15:333,yunus,15.3984944836222,0.5418856,0.532155346074474,-0.0127261551202365,-0.0680240289461203,0.45854771531247,168.851509248382,24.8981899987579,6.02916052933303,True
47,00:15:666,yunus,2.12656763621939,0.42484733,0.528127947320974,-0.0133961138287008,-0.0653384932729881,0.453176706723524,168.881262433083,25.6584727206337,5.89268038117305,True
48,00:16:000,yunus,1.38177003135222,0.17194761,0.501861343921794,-0.0175299561396774,-0.0770965116264741,0.432348092348066,168.254054783611,25.0759433419698,6.17353119582399,True
49,00:16:333,yunus,3.92539174785847,0.65548915,0.540660869325509,-0.0108512683981369,-0.0756057761263331,0.448918616377917,168.978037115135,24.1938573430654,5.68447094556581,True
50,00:16:666,yunus,23.7316255205335,1.1793603,0.574464934465731,-0.0127536081873212,-0.0757107296188273,0.599278480038128,174.201293128533,38.2055425117434,4.27387736782894,True
51,00:17:000,yunus,5.05154949210791,0.18006448,0.594781418613771,-0.0120698119030219,-0.0758320595387716,0.694356321464167,176.26811283716,38.5671350722109,4.49207421210726,True
52,00:17:333,yunus,16.8537858028651,0.3026584,0.469666189693039,-0.0152907510775923,-0.0650624837711912,0.453797273172903,168.835919926814,26.004773243794,5.95809258775087,True
53,00:17:666,yunus,19.9008309122614,0.31263262,0.568119765649743,-0.0151079298597365,-0.0774611600197245,0.585191989375735,176.425613165692,39.0895719260759,4.22995519682517,True
54,00:18:000,yunus,19.7874675659924,0.25002545,0.552447631395878,-0.0127536081873212,-0.0656057761263331,0.452236788145102,168.904249533833,24.826220549223,5.91369170754526,True
55,00:18:333,yunus,16.2734926068825,0.17996998,0.588759596507871,-0.0077671013476388,-0.0506629122327812,0.49696983015466,175.118465662934,28.7035320219563,4.64601626088112,True
56,00:18:666,yunus,10.2507202082023,0.24517366,0.579071621856947,-0.0109046650539629,-0.0700979568885519,0.700463780176844,177.360030418266,40.1998065844003,4.70204734590896,True
57,00:19:000,yunus,20.3112943584005,0.23905061,0.514388393065182,-0.00760127641748851,-0.0566391323987061,0.455455154939592,169.086316142353,26.7006717191309,7.27879990803314,True
58,00:19:333,yunus,1.43279219116826,0.21433218,0.51063239944135,-0.00343882807313367,-0.0731507889199485,0.450247643831745,169.566588749422,25.8693647440569,6.91727070089914,True
59,00:19:666,yunus,11.5443691401749,0.30410147,0.564614292065786,-0.00764444099781436,-0.0585234171728319,0.491959131482762,172.130182844897,27.3467482074026,4.30056522647759,True
60,00:20:000,yunus,11.9065061706654,0.26880535,0.554020253628791,-0.0158875626034396,-0.0696603064791303,0.461869875868688,169.27161555108,26.3662723825256,5.85908627598672,True
61,00:20:333,yunus,1.20625344754114,0.11549074,0.52839366965548,-0.0156744354345966,-0.0633653130359457,0.453797273172903,168.663491198531,26.1493166087756,5.70062984408343,True
62,00:20:666,yunus,1.65832157541928,0.35656375,0.559747435674098,-0.00900079213410205,-0.0728330204056334,0.445448166196594,169.104834886268,25.8205366965999,5.95281551186925,True
63,00:21:000,yunus,1.54948719816175,0.229851,0.555754445474417,-0.0132955515056236,-0.0744112351065108,0.452236788145102,168.779505009968,24.6359003351045,6.14368563682628,True
64,00:21:333,yunus,1.86617724228261,0.1497507,0.554389800620676,-0.00714235549146437,-0.0688350948999645,0.434358257597729,167.159288322946,23.2657427435633,5.7542192058036,True
65,00:21:666,yunus,1.95765040831355,0.20025045,0.538300249081954,-0.0152196931333284,-0.0629298074632611,0.457433138924623,168.942664707892,26.1326149799412,5.88779565138748,True
66,00:22:000,yunus,1.61227183688493,0.3300607,0.549123963463992,-0.0108712093809491,-0.0711438011921859,0.44965518013462,169.661495405114,26.4798790221139,6.3435770680771,True
67,00:22:333,yunus,2.3241374278497,0.27511197,0.432157978023244,-0.0112201998466433,-0.0618628421300812,0.469205662597816,168.871959735073,23.8547248988733,5.82569987295985,True
68,00:22:666,yunus,1.76311103097821,0.21552049,0.557742007399396,-0.0178557194668528,-0.0692420439795492,0.450612334308106,169.071608107942,26.3011064469121,6.20685230545042,True
69,00:23:000,yunus,1.8683811703999,0.26343343,0.533150929445231,-0.0124379648776249,-0.0722644001310424,0.458846393700944,168.994787967907,23.1345467316946,6.16075022301405,True
70,00:23:333,yunus,1.88022455720915,0.31682074,0.371512503180897,-0.00531718303733423,-0.0386960205122517,0.448355176414026,167.921639012952,24.299836176697,6.09237243568376,True
71,00:23:666,yunus,18.1972352360461,0.22072499,0.571707427621803,-0.00955506206268071,-0.0769676837605932,0.604510163909464,174.204822690058,37.9570026192066,4.0231737531282,True
72,00:24:000,yunus,18.1527538950932,0.23623578,0.403821485620831,-0.00973677063061629,-0.0651543003065614,0.438529009653515,170.201931584075,26.6467306347286,6.85468053611529,True
73,00:24:333,yunus,2.30991801531127,0.2776287,0.53604108003304,-0.00893059752746836,-0.074611540301161,0.442526196476063,168.535678731208,24.0506405290701,6.45161311066027,True
74,00:24:666,yunus,1.60226525519111,0.14416361,0.5211058076956,-0.0109303442840137,-0.0646279169959192,0.447402147372084,168.768997174227,23.7541690012773,5.93856497520831,True
75,00:25:000,yunus,1.86764392264815,0.15311956,0.53921278731925,-0.0184823646715734,-0.0701407510896016,0.454316364595444,168.865221738998,22.6099898426046,6.27724226093512,True
76,00:25:333,yunus,1.07399069962462,0.26252097,0.502636106490891,-0.0150848248845352,-0.0672831986269207,0.43543962042555,168.83821398513,24.264934513778,6.015945673817,True
77,00:25:666,yunus,1.74790126452524,0.2328304,0.517182699081277,-0.0133563031520784,-0.0704477607801251,0.461869875868688,170.309469140804,24.6449941587517,6.52434069080303,True
78,00:26:000,yunus,2.48076919364178,0.22323146,0.52153577205496,-0.00510503857308031,-0.0753577548519149,0.429328077136131,169.860482226222,24.9355273255639,7.25794723658537,True
79,00:26:333,yunus,2.84390723238437,0.50485426,0.541423624735053,-0.00704564639450271,-0.0607463536268672,0.415650442223066,170.218406367176,23.7668576512065,7.01761089604548,True
80,00:26:666,yunus,3.36567371655847,0.5701332,0.546337203055951,-0.00261841728254794,-0.0679129645382882,0.424750543494246,170.35061687352,21.0879509020625,7.95996403259695,True
81,00:27:000,yunus,2.08865896735254,0.22461514,0.524087553510954,-0.0133144023397553,-0.0742445848738966,0.420830421109459,169.60862422728,23.239101193649,6.95098167873673,True
82,00:27:333,yunus,2.03435633271432,0.41012722,0.552706107491717,-0.0193236354173804,-0.068378531847033,0.44894810852155,169.761464074249,23.2115315806375,7.03177465646366,True
83,00:27:666,yunus,2.78250979852044,0.3550116,0.502633590595963,-0.00448893650400728,-0.0769666883105146,0.430460357999891,170.140473821722,24.0078741123997,7.34063407236376,True
84,00:28:000,yunus,1.2531227168108,0.26611868,0.519810924548777,-0.00489079801912363,-0.0940580665738731,0.429328077136131,170.163465552322,23.5966481447278,7.18554643656632,True
85,00:28:333,yunus,1.35738799547409,0.1656692,0.534993184734159,-0.000465797249648334,-0.0734738642608126,0.450247643831745,170.386765773917,23.3011735328183,7.66197612306626,True
86,00:28:666,yunus,3.1989574980394,0.24503297,0.41615457454155,-0.00295270070982801,-0.052355504909873,0.439261519645648,170.538689270866,23.8589332459825,6.99520304105122,True
87,00:29:000,yunus,3.88938428566267,0.21686476,0.535504554085603,-0.00093677851304433,-0.0617134095570408,0.434320453343926,169.98565936839,24.3004490371192,7.73134889294715,True
88,00:29:333,yunus,1.79664425686864,0.1204545,0.520038916193915,-0.00688393774310252,-0.095020311588924,0.420118735724902,169.427020931896,21.8244554841849,7.31839946549675,True
89,00:29:666,yunus,1.6472861429978,0.17288412,0.581758116037537,-0.00487567087506999,-0.0782418365202554,0.448359147796105,170.718167504858,25.2835683583611,7.75819155298226,True
90,00:30:000,yunus,1.87144656354801,0.27972165,0.494787485258594,-0.00698971583167275,-0.0814163721282456,0.443257221903544,170.754672632934,24.5360004397086,8.18536169291454,True
91,00:30:333,yunus,1.41087690475487,0.17631595,0.545184521969371,-0.000589878304481302,-0.0675732862978594,0.434239160763559,170.238576766327,22.5023026154638,8.07123982634159,True
92,00:30:666,yunus,1.32608585986598,0.13381848,0.5354072100511,0.00143108380704349,-0.0662228435043255,0.427285807260447,170.559852492316,22.4085866540099,7.95779989697126,True
93,00:31:000,yunus,1.76437258752635,0.17020889,0.52001556572598,-0.00244755516533045,-0.0742485760102524,0.438267522163018,169.787315628152,22.4646626324045,7.93193555189867,True
94,00:31:333,yunus,1.06391309637089,0.1967715,0.539379489633159,-0.00323343013860465,-0.0825858646015607,0.434372242763069,169.617378655539,21.8157333363136,7.98957399731677,True
95,00:31:666,yunus,2.17936892822956,0.19155832,0.456451794257413,-0.00300175004866019,-0.0929361182453518,0.430460255110351,170.702195694313,23.0925740696317,7.5941307984973,True
96,00:32:000,yunus,2.2193887015159,0.20472907,0.536020800259734,-0.00666708850238703,-0.0728409123098397,0.428399589524744,170.134848845117,24.7591011781933,8.03608224741855,True
97,00:32:333,yunus,2.53834467248825,0.3380407,0.499637966229969,-0.015958838410161,-0.069167137524474,0.431387457543535,170.431444775139,23.1841451166926,7.24452688262449,True
98,00:32:666,yunus,2.02414430999417,0.43288648,0.547944266494786,-0.0154238840367616,-0.0675496469910436,0.440274740867298,169.263706725289,23.4347623813971,6.90623821487693,True
99,00:33:000,yunus,1.75014267278605,0.19404337,0.535102834587665,-0.00898965163603711,-0.0711438011921859,0.445155510206528,169.774092119472,22.8485624922218,6.99597110625372,True
100,00:33:333,yunus,1.0403020482023,0.20875531,0.525334481676721,-0.00890585001139109,-0.0725780306523722,0.438194498380801,169.495568770106,22.7359309678112,7.27820542972345,True
101,00:33:666,yunus,1.68475135326303,0.31185532,0.536443794615068,-0.00926294361009123,-0.0776118532288613,0.456505729159858,170.024931780715,23.9544748399709,7.05363522933218,True
102,00:34:000,yunus,1.22515905046768,0.19778135,0.521763494201036,-0.00702015268181376,-0.0623632399455812,0.454461283128158,170.208144808227,23.157552829005,7.20173107710729,True
103,00:34:333,yunus,1.49869490383159,0.34340972,0.496428470345126,-0.0133641724282476,-0.0649200847800844,0.43269357213098,169.649582921112,23.318653545054,7.15129960307655,True
104,00:34:666,yunus,2.28736450504105,0.51440173,0.521459915246128,-0.0133161854466343,-0.0728094665505861,0.442601737852667,170.996193773331,21.9524232173717,8.22119422244209,True
105,00:35:000,yunus,1.93402155252162,0.28173944,0.509152856888903,-0.0152196931333284,-0.0754449678499948,0.430273955810159,168.631677491428,22.8211593672604,7.12799303855169,True
106,00:35:333,yunus,2.31389105286556,0.48245698,0.520611190093649,-0.0114339724192321,-0.0671116345166619,0.433094611039248,170.394044595825,23.1374627755145,8.08825256720594,True
107,00:35:666,yunus,1.22732409449031,0.26881853,0.521846220230061,-0.0176319317028763,-0.0772921933722424,0.434239160763559,169.658065389704,23.2114426856716,7.75077846604694,True
108,00:36:000,yunus,1.39296086349892,0.22263132,0.55542469613366,-0.0177856842837404,-0.0781868520604129,0.432639699462421,169.981527595084,22.6558933872191,7.9152242716501,True
109,00:36:333,yunus,1.2686166788699,0.21189378,0.517532030726038,-0.00710486990591991,-0.0612962328557161,0.433208237102859,169.693576906364,23.2029994374538,7.5579773781736,True
110,00:36:666,yunus,2.33068732797004,0.40794098,0.528545625067296,-0.0113692658631596,-0.0728094665505861,0.439265215489794,169.988244409537,22.5401033182284,7.74560324931917,True
111,00:37:000,yunus,2.59321667774968,0.36973435,0.542706110749589,-0.000508050480868508,-0.06675110216186,0.459173287987318,170.72959367645,22.6170436587712,8.19379347223856,True
112,00:37:333,yunus,1.48756212701896,0.27498537,0.543179650778784,-0.000985302535422872,-0.0724665964384466,0.428331657723096,170.345643113044,23.0848881924372,8.58866116366256,True
113,00:37:666,yunus,1.21739108449527,0.2837042,0.53380281353492,0.00525265711708138,-0.0851555970987125,0.441470895670528,171.539459753075,23.8907534352602,8.69127754436573,True
